run_id,attempt_number,session_started_at,session_id,competition_id,competition_name,question_id,question_level,game_current_level_before,time_remaining_before,question_text,options_json,retrieval_sources,math_tool_trace,fallback_used,speech_mode,speech_model,speech_device,speech_question_transcript,speech_options_transcript_json,speech_fetch_question_seconds,speech_fetch_option_seconds,speech_transcription_seconds,speech_time_remaining_after_last_audio_fetch,speech_time_remaining_before_strategy,speech_audio_meta_json,error_message
20260529_153723_selected,1,2026-05-29 15:37:23,265884,0,Entertainment,236,0,1,28.381567,What best describes Brad Pitt's early education and decision to pursue acting?,"[[0, ""Option A, he attended multiple universities before finding his passion for acting.""], [1, ""Option B. He left the University of Missouri two weeks short of graduation to pursue acting.""], [2, ""Option C, he dropped out of high school to focus on acting.""], [3, ""option D. He completed his journalism degree before moving to Los Angeles.""]]",[],,exception,True,distil-whisper/distil-medium.en,cuda:1,What best describes Brad Pitt's early education and decision to pursue acting?,"[[0, ""Option A, he attended multiple universities before finding his passion for acting.""], [1, ""Option B. He left the University of Missouri two weeks short of graduation to pursue acting.""], [2, ""Option C, he dropped out of high school to focus on acting.""], [3, ""option D. He completed his journalism degree before moving to Los Angeles.""]]",1.0611379146575928,2.39115834236145,1.946669340133667,28.527729,28.382268,"[{""label"": ""question"", ""seconds"": 1.2917592525482178, ""audio_bytes"": 253484, ""audio_samples"": 84480, ""sampling_rate"": 16000, ""audio_path"": null}, {""label"": ""option_A"", ""seconds"": 0.20368146896362305, ""audio_bytes"": 257324, ""audio_samples"": 85760, ""sampling_rate"": 16000, ""audio_path"": null}, {""label"": ""option_B"", ""seconds"": 0.16575193405151367, ""audio_bytes"": 288044, ""audio_samples"": 96000, ""sampling_rate"": 16000, ""audio_path"": null}, {""label"": ""option_C"", ""seconds"": 0.14009404182434082, ""audio_bytes"": 188204, ""audio_samples"": 62720, ""sampling_rate"": 16000, ""audio_path"": null}, {""label"": ""option_D"", ""seconds"": 0.14538264274597168, ""audio_bytes"": 265004, ""audio_samples"": 88320, ""sampling_rate"": 16000, ""audio_path"": null}]","NameError(""name 'unified_retrieve' is not defined"")"
20260529_153723_selected,2,2026-05-29 15:37:58,265892,0,Entertainment,796,0,1,29.492903,What is the relationship between A Haunted House 2 and the 2013 film A Haunted House?,"[[0, ""Option A, it is a prequel to the 2013 film.""], [1, ""Option B. It is a remake of the 2013 film.""], [2, ""Option C, they are unrelated films.""], [3, ""option D. It is a sequel to the 2013 film.""]]",[],,exception,True,distil-whisper/distil-medium.en,cuda:1,What is the relationship between A Haunted House 2 and the 2013 film A Haunted House?,"[[0, ""Option A, it is a prequel to the 2013 film.""], [1, ""Option B. It is a remake of the 2013 film.""], [2, ""Option C, they are unrelated films.""], [3, ""option D. It is a sequel to the 2013 film.""]]",1.0506665706634521,1.1722867488861084,0.8452572822570801,29.649771,29.493648,"[{""label"": ""question"", ""seconds"": 0.20847582817077637, ""audio_bytes"": 387884, ""audio_samples"": 129280, ""sampling_rate"": 16000, ""audio_path"": null}, {""label"": ""option_A"", ""seconds"": 0.17005705833435059, ""audio_bytes"": 215084, ""audio_samples"": 71680, ""sampling_rate"": 16000, ""audio_path"": null}, {""label"": ""option_B"", ""seconds"": 0.16821980476379395, ""audio_bytes"": 299564, ""audio_samples"": 99840, ""sampling_rate"": 16000, ""audio_path"": null}, {""label"": ""option_C"", ""seconds"": 0.1424708366394043, ""audio_bytes"": 184364, ""audio_samples"": 61440, ""sampling_rate"": 16000, ""audio_path"": null}, {""label"": ""option_D"", ""seconds"": 0.15603375434875488, ""audio_bytes"": 199724, ""audio_samples"": 66560, ""sampling_rate"": 16000, ""audio_path"": null}]","NameError(""name 'unified_retrieve' is not defined"")"
20260529_153723_selected,3,2026-05-29 15:38:05,265896,0,Entertainment,154,0,1,29.497556,How does Madonna's use of religious and racial imagery in music videos such as like a prayer relate to her artistic expression?,"[[0, ""Option A, it was intended to alienate her fan base and reduce her popularity.""], [1, ""Option B, it was a deliberate attempt to challenge traditional gender norms and societal expectations.""], [2, ""Option C, it was a random choice with no specific artistic intent.""], [3, ""Thompson D. It was purely for commercial gain and had no deeper meaning.""]]",[],,exception,True,distil-whisper/distil-medium.en,cuda:1,How does Madonna's use of religious and racial imagery in music videos such as like a prayer relate to her artistic expression?,"[[0, ""Option A, it was intended to alienate her fan base and reduce her popularity.""], [1, ""Option B, it was a deliberate attempt to challenge traditional gender norms and societal expectations.""], [2, ""Option C, it was a random choice with no specific artistic intent.""], [3, ""Thompson D. It was purely for commercial gain and had no deeper meaning.""]]",1.243879795074463,1.1805691719055176,0.8476033210754395,29.646206,29.498461,"[{""label"": ""question"", ""seconds"": 0.24474883079528809, ""audio_bytes"": 449324, ""audio_samples"": 149760, ""sampling_rate"": 16000, ""audio_path"": null}, {""label"": ""option_A"", ""seconds"": 0.15394091606140137, ""audio_bytes"": 265004, ""audio_samples"": 88320, ""sampling_rate"": 16000, ""audio_path"": null}, {""label"": ""option_B"", ""seconds"": 0.1607685089111328, ""audio_bytes"": 314924, ""audio_samples"": 104960, ""sampling_rate"": 16000, ""audio_path"": null}, {""label"": ""option_C"", ""seconds"": 0.14049887657165527, ""audio_bytes"": 211244, ""audio_samples"": 70400, ""sampling_rate"": 16000, ""audio_path"": null}, {""label"": ""option_D"", ""seconds"": 0.14764618873596191, ""audio_bytes"": 226604, ""audio_samples"": 75520, ""sampling_rate"": 16000, ""audio_path"": null}]","NameError(""name 'unified_retrieve' is not defined"")"
20260529_153723_selected,4,2026-05-29 15:38:12,265899,0,Entertainment,591,0,1,29.507318,Which of the following best explains the significance of Taylor Swift's 2021 re-recorded albums in the music industry?,"[[0, ""Option A, they allowed her to control the licensing of her songs for commercial use.""], [1, ""Option B. They marked her transition from country to pop music.""], [2, ""Option C, they were her first forays into filmmaking.""], [3, ""option D. They showcased her improved songwriting skills.""]]",[],,exception,True,distil-whisper/distil-medium.en,cuda:1,Which of the following best explains the significance of Taylor Swift's 2021 re-recorded albums in the music industry?,"[[0, ""Option A, they allowed her to control the licensing of her songs for commercial use.""], [1, ""Option B. They marked her transition from country to pop music.""], [2, ""Option C, they were her first forays into filmmaking.""], [3, ""option D. They showcased her improved songwriting skills.""]]",1.045506238937378,1.1774120330810547,0.8435728549957275,29.648739,29.508228,"[{""label"": ""question"", ""seconds"": 0.22066760063171387, ""audio_bytes"": 341804, ""audio_samples"": 113920, ""sampling_rate"": 16000, ""audio_path"": null}, {""label"": ""option_A"", ""seconds"": 0.17786812782287598, ""audio_bytes"": 245804, ""audio_samples"": 81920, ""sampling_rate"": 16000, ""audio_path"": null}, {""label"": ""option_B"", ""seconds"": 0.16112470626831055, ""audio_bytes"": 276524, ""audio_samples"": 92160, ""sampling_rate"": 16000, ""audio_path"": null}, {""label"": ""option_C"", ""seconds"": 0.14347362518310547, ""audio_bytes"": 172844, ""audio_samples"": 57600, ""sampling_rate"": 16000, ""audio_path"": null}, {""label"": ""option_D"", ""seconds"": 0.14043879508972168, ""audio_bytes"": 199724, ""audio_samples"": 66560, ""sampling_rate"": 16000, ""audio_path"": null}]","NameError(""name 'unified_retrieve' is not defined"")"
20260529_153723_selected,5,2026-05-29 15:38:19,265901,0,Entertainment,674,0,1,29.345807,What term describes the style of Hollywood crime dramas characterized by cynical attitudes and motivations in the 1940s and 1950s?,"[[0, ""Option A. Romantic comedy!""], [1, ""Option B. Musical.""], [2, ""option C. The monoir.""], [3, ""option D. Western.""]]",[],,exception,True,distil-whisper/distil-medium.en,cuda:1,What term describes the style of Hollywood crime dramas characterized by cynical attitudes and motivations in the 1940s and 1950s?,"[[0, ""Option A. Romantic comedy!""], [1, ""Option B. Musical.""], [2, ""option C. The monoir.""], [3, ""option D. Western.""]]",1.2452960014343262,1.1309154033660889,0.6926069259643555,29.460887,29.346443,"[{""label"": ""question"", ""seconds"": 0.23876094818115234, ""audio_bytes"": 491564, ""audio_samples"": 163840, ""sampling_rate"": 16000, ""audio_path"": null}, {""label"": ""option_A"", ""seconds"": 0.1121528148651123, ""audio_bytes"": 119084, ""audio_samples"": 39680, ""sampling_rate"": 16000, ""audio_path"": null}, {""label"": ""option_B"", ""seconds"": 0.10856509208679199, ""audio_bytes"": 96044, ""audio_samples"": 32000, ""sampling_rate"": 16000, ""audio_path"": null}, {""label"": ""option_C"", ""seconds"": 0.11876153945922852, ""audio_bytes"": 96044, ""audio_samples"": 32000, ""sampling_rate"": 16000, ""audio_path"": null}, {""label"": ""option_D"", ""seconds"": 0.11436653137207031, ""audio_bytes"": 291884, ""audio_samples"": 97280, ""sampling_rate"": 16000, ""audio_path"": null}]","NameError(""name 'unified_retrieve' is not defined"")"
20260529_153723_selected,6,2026-05-29 15:38:26,265904,0,Entertainment,88,0,1,29.515898,What is the significance of the mysterious briefcase in Pulp Fiction?,"[[0, ""Option A, it is a prop for the final scene.""], [1, ""Option B. It is a McGuffin.""], [2, ""Option C, it contains diamonds!""], [3, ""option D it is revealed to contain Marcellus's soul""]]",[],,exception,True,distil-whisper/distil-medium.en,cuda:1,What is the significance of the mysterious briefcase in Pulp Fiction?,"[[0, ""Option A, it is a prop for the final scene.""], [1, ""Option B. It is a McGuffin.""], [2, ""Option C, it contains diamonds!""], [3, ""option D it is revealed to contain Marcellus's soul""]]",0.8406219482421875,1.146075963973999,0.7101273536682129,29.651538,29.516586,"[{""label"": ""question"", ""seconds"": 0.19687414169311523, ""audio_bytes"": 184364, ""audio_samples"": 61440, ""sampling_rate"": 16000, ""audio_path"": null}, {""label"": ""option_A"", ""seconds"": 0.13668513298034668, ""audio_bytes"": 165164, ""audio_samples"": 55040, ""sampling_rate"": 16000, ""audio_path"": null}, {""label"": ""option_B"", ""seconds"": 0.12591123580932617, ""audio_bytes"": 126764, ""audio_samples"": 42240, ""sampling_rate"": 16000, ""audio_path"": null}, {""label"": ""option_C"", ""seconds"": 0.11580634117126465, ""audio_bytes"": 149804, ""audio_samples"": 49920, ""sampling_rate"": 16000, ""audio_path"": null}, {""label"": ""option_D"", ""seconds"": 0.13485050201416016, ""audio_bytes"": 203564, ""audio_samples"": 67840, ""sampling_rate"": 16000, ""audio_path"": null}]","NameError(""name 'unified_retrieve' is not defined"")"
20260529_153723_selected,7,2026-05-29 15:38:32,265908,0,Entertainment,419,0,1,29.526427,Which of the following best describes Mariah Carey's early music style?,"[[0, ""Option A. Alternative rock!""], [1, ""Option B. Electronic dance music.""], [2, ""Option C. Pop in adult contemporary ballads!""], [3, ""option D hip-hip-hop and rap""]]",[],,exception,True,distil-whisper/distil-medium.en,cuda:1,Which of the following best describes Mariah Carey's early music style?,"[[0, ""Option A. Alternative rock!""], [1, ""Option B. Electronic dance music.""], [2, ""Option C. Pop in adult contemporary ballads!""], [3, ""option D hip-hip-hop and rap""]]",0.8423521518707275,0.9451329708099365,0.7298555374145508,29.661843,29.527278,"[{""label"": ""question"", ""seconds"": 0.19910502433776855, ""audio_bytes"": 203564, ""audio_samples"": 67840, ""sampling_rate"": 16000, ""audio_path"": null}, {""label"": ""option_A"", ""seconds"": 0.12398195266723633, ""audio_bytes"": 107564, ""audio_samples"": 35840, ""sampling_rate"": 16000, ""audio_path"": null}, {""label"": ""option_B"", ""seconds"": 0.12979531288146973, ""audio_bytes"": 199724, ""audio_samples"": 66560, ""sampling_rate"": 16000, ""audio_path"": null}, {""label"": ""option_C"", ""seconds"": 0.14249372482299805, ""audio_bytes"": 165164, ""audio_samples"": 55040, ""sampling_rate"": 16000, ""audio_path"": null}, {""label"": ""option_D"", ""seconds"": 0.13447952270507812, ""audio_bytes"": 96044, ""audio_samples"": 32000, ""sampling_rate"": 16000, ""audio_path"": null}]","NameError(""name 'unified_retrieve' is not defined"")"
20260529_153723_selected,8,2026-05-29 15:38:39,265911,0,Entertainment,591,0,1,29.490175,Which of the following best explains the significance of Taylor Swift's 2021 re-recorded albums in the music industry?,"[[0, ""Option A. They showcase her improved songwriting skills.""], [1, ""Option B, they were her first forays into filmmaking.""], [2, ""Option C, they allowed her to control the licensing of her songs for commercial use.""], [3, ""option D. They marked her transition from country to pop music.""]]",[],,exception,True,distil-whisper/distil-medium.en,cuda:1,Which of the following best explains the significance of Taylor Swift's 2021 re-recorded albums in the music industry?,"[[0, ""Option A. They showcase her improved songwriting skills.""], [1, ""Option B, they were her first forays into filmmaking.""], [2, ""Option C, they allowed her to control the licensing of her songs for commercial use.""], [3, ""option D. They marked her transition from country to pop music.""]]",1.061683177947998,1.187727928161621,0.8386995792388916,29.640332,29.490877,"[{""label"": ""question"", ""seconds"": 0.22806763648986816, ""audio_bytes"": 341804, ""audio_samples"": 113920, ""sampling_rate"": 16000, ""audio_path"": null}, {""label"": ""option_A"", ""seconds"": 0.15218353271484375, ""audio_bytes"": 199724, ""audio_samples"": 66560, ""sampling_rate"": 16000, ""audio_path"": null}, {""label"": ""option_B"", ""seconds"": 0.14325976371765137, ""audio_bytes"": 180524, ""audio_samples"": 60160, ""sampling_rate"": 16000, ""audio_path"": null}, {""label"": ""option_C"", ""seconds"": 0.16581082344055176, ""audio_bytes"": 241964, ""audio_samples"": 80640, ""sampling_rate"": 16000, ""audio_path"": null}, {""label"": ""option_D"", ""seconds"": 0.14937782287597656, ""audio_bytes"": 272684, ""audio_samples"": 90880, ""sampling_rate"": 16000, ""audio_path"": null}]","NameError(""name 'unified_retrieve' is not defined"")"
20260529_153723_selected,9,2026-05-29 15:38:46,265914,0,Entertainment,11,0,1,29.508085,Which of the following best describes the relationship between Leonardo DiCaprio and Martin Scorsese?,"[[0, ""Option A, they often disagree on the direction of their films.""], [1, ""Option B, they have never worked together on a film.""], [2, ""Option C, they have a long-standing professional and personal friendship.""], [3, ""Thompson D. They are distant and rarely work together.""]]",[],,exception,True,distil-whisper/distil-medium.en,cuda:1,Which of the following best describes the relationship between Leonardo DiCaprio and Martin Scorsese?,"[[0, ""Option A, they often disagree on the direction of their films.""], [1, ""Option B, they have never worked together on a film.""], [2, ""Option C, they have a long-standing professional and personal friendship.""], [3, ""Thompson D. They are distant and rarely work together.""]]",1.0576951503753662,1.1890671253204346,0.781888484954834,29.640712,29.508918,"[{""label"": ""question"", ""seconds"": 0.21202516555786133, ""audio_bytes"": 311084, ""audio_samples"": 103680, ""sampling_rate"": 16000, ""audio_path"": null}, {""label"": ""option_A"", ""seconds"": 0.14835596084594727, ""audio_bytes"": 203564, ""audio_samples"": 67840, ""sampling_rate"": 16000, ""audio_path"": null}, {""label"": ""option_B"", ""seconds"": 0.1420736312866211, ""audio_bytes"": 195884, ""audio_samples"": 65280, ""sampling_rate"": 16000, ""audio_path"": null}, {""label"": ""option_C"", ""seconds"": 0.1477212905883789, ""audio_bytes"": 295724, ""audio_samples"": 98560, ""sampling_rate"": 16000, ""audio_path"": null}, {""label"": ""option_D"", ""seconds"": 0.1317124366760254, ""audio_bytes"": 199724, ""audio_samples"": 66560, ""sampling_rate"": 16000, ""audio_path"": null}]","NameError(""name 'unified_retrieve' is not defined"")"
20260529_153723_selected,10,2026-05-29 15:38:53,265917,0,Entertainment,517,0,1,29.519448,Which of the following best describes the relationship between Batman and the Joker in the Dark Night?,"[[0, ""Option A Batman and the Joker are mortal enemies.""], [1, ""Option B. Batman and the Joker are romantic partners.""], [2, ""Option C, Batman and the Joker are friends.""], [3, ""option D Batman and the Joker are allies.""]]",[],,exception,True,distil-whisper/distil-medium.en,cuda:1,Which of the following best describes the relationship between Batman and the Joker in the Dark Night?,"[[0, ""Option A Batman and the Joker are mortal enemies.""], [1, ""Option B. Batman and the Joker are romantic partners.""], [2, ""Option C, Batman and the Joker are friends.""], [3, ""option D Batman and the Joker are allies.""]]",1.0574626922607422,1.1680018901824951,0.799607515335083,29.655039,29.520282,"[{""label"": ""question"", ""seconds"": 0.21114778518676758, ""audio_bytes"": 261164, ""audio_samples"": 87040, ""sampling_rate"": 16000, ""audio_path"": null}, {""label"": ""option_A"", ""seconds"": 0.16475725173950195, ""audio_bytes"": 192044, ""audio_samples"": 64000, ""sampling_rate"": 16000, ""audio_path"": null}, {""label"": ""option_B"", ""seconds"": 0.14666152000427246, ""audio_bytes"": 188204, ""audio_samples"": 62720, ""sampling_rate"": 16000, ""audio_path"": null}, {""label"": ""option_C"", ""seconds"": 0.14236044883728027, ""audio_bytes"": 199724, ""audio_samples"": 66560, ""sampling_rate"": 16000, ""audio_path"": null}, {""label"": ""option_D"", ""seconds"": 0.13468050956726074, ""audio_bytes"": 149804, ""audio_samples"": 49920, ""sampling_rate"": 16000, ""audio_path"": null}]","NameError(""name 'unified_retrieve' is not defined"")"
