run_id,attempt_number,session_started_at,session_id,competition_id,competition_name,question_id,level,question_text,options_json,chosen_option_id,correct,timed_out,game_over,earned_amount,latency_seconds,strategy,confidence,explanation,raw_llm_output,prompt_version,retrieved_context,retrieval_sources,math_tool_trace,textbook_context_used,textbook_context_count,textbook_context_sources,textbook_top_source,textbook_top_reranker_score,error_message
20260519_190004,1,2026-05-19 19:00:04,152841,0,Entertainment,178,0,"What term describes Whitney Houston's vocal ability to extend notes longer, particularly during slower rearrangements by her band?","[[0, ""Scat singing""], [1, ""Vocal runs""], [2, ""Melisma""], [3, ""Vocal trill""]]",2,False,False,True,0,1.9635646343231201,hybrid_rag_rrf_rerank_qwen35_gguf,,,"2

The",qwen35_9b_q6kl_agentic_tools_v4_router_hardened,"[{""source"": ""kelm"", ""idx"": 249715, ""reranker_score"": -2.5616421699523926, ""text"": ""Just Whitney is a part of the discography of Whitney Houston.""}, {""source"": ""simplewiki"", ""idx"": 65906, ""reranker_score"": -3.152019500732422, ""text"": ""Whitney Elizabeth Houston (August 9, 1963 – February 11, 2012 ) was an American singer, actress, and film producer. Known as The Voice, she is regarded as one of the most significant cultural icons of all time and often ranked as the greatest singer of all time. Houston is the most awarded female artist of all time and among the best-selling recording artists of all time. She is recognized globally for her crossover appeal on the popular music charts and movies that influenced the breaking down ""}, {""source"": ""kelm"", ""idx"": 424803, ""reranker_score"": -3.304335355758667, ""text"": ""Gloria Whitney, whose surname is Whitney, is a pop music artist and human with a voice.""}, {""source"": ""simplewiki"", ""idx"": 213586, ""reranker_score"": -3.3127503395080566, ""text"": ""Whitney Dancin' Special is the first extended play/remix album by American singer Whitney Houston, it was released only in Japan on November 1, 1986 by Arista RecordsIt includes 5 remixed and 1 instrumental versions of songs from Houston's self-titled debut album (1985). The album peaked at #14 in the Japanese charts and sold 19,480 copies there. Track listing References""}]","[""kelm"", ""simplewiki""]",,False,0,[],,,
20260519_190004,1,2026-05-19 19:00:06,152842,1,Ancient History and Politics,931,0,Which term describes the period when Babylonia was ruled by Amorite kings?,"[[0, ""The Neo-Babylonian Empire""], [1, ""The Kassite Dynasty""], [2, ""The First Babylonian Dynasty""], [3, ""The Seleucid Era""]]",1,False,False,True,0,2.162855625152588,hybrid_rag_rrf_rerank_qwen35_gguf,,,"1

The",qwen35_9b_q6kl_agentic_tools_v4_router_hardened,"[{""source"": ""simplewiki"", ""idx"": 78445, ""reranker_score"": 2.9565155506134033, ""text"": ""The Neo-Babylonian Empire or Second Babylonian Empire (also known as Chaldea) refers Babylonia during the 11th, or Chaldean, dynasty. The old empire was torn apart by civil wars in the mid-7th century BC. \""Chaldea\"" meant the southern part of Babylonia. A Chaldean became the king of Babylon. This new dynasty ruled from 626 BC, when Nabopolassar rebelled against Assyria, to 539 BC, when Cyrus the Great captured the city of Babylon. King Nebuchadnezzar II ruled the kingdom from 605 BC to 562 BC. Ot""}, {""source"": ""simplewiki"", ""idx"": 59089, ""reranker_score"": 1.2185028791427612, ""text"": ""or Shamash. Below them is written Hammurabi's code of laws. ]] Hammurabi (Akkadian from Amorite ˤAmmurāpi, meaning \""the kinsman is a healer,\"" from ˤAmmu, meaning \""paternal kinsman\"", and Rāpi, meaning \""healer\""), was the sixth king of Babylon from 1792 BC to 1750 BC. He became king after his father abdicated, and was the first ruler of Babylonia. By winning wars against other kingdoms in Mesopotamia, Hammurabi created a large Babylonian empire. However, his son Samsu-iluna and later Babylonian rul""}, {""source"": ""simplewiki"", ""idx"": 86839, ""reranker_score"": 1.068428635597229, ""text"": ""into a state, instead of a group of temple-cities, the Kassites made Babylonia an international power. They ruled Babylonia almost without interruption for about four hundred years — the longest rule by any dynasty in Babylonian history. Kassite kings established trade and diplomacy with Assyria, Egypt, Elam and the Hittites. The Kassite royal house intermarried with their royal families. There were foreign merchants in Babylon and other cities. Babylonian merchants traded from Egypt (a source o""}, {""source"": ""simplewiki"", ""idx"": 37970, ""reranker_score"": 0.3926367461681366, ""text"": ""four chronologies. Possible dates for the sack of Babylon are: *ultra-short chronology: 1499 BC *short chronology: 1531 BC *middle chronology: 1595 BC *long chronology: 1651 BC The difficulty is to line up the Mesopotamian dates with the ancient Egyptian dates. Later dynasties ), containing records of his military campaigns, ending in Babylon's destruction. Exhibited at the Oriental Institute of the University of Chicago.]]After the Hittites' destruction, Babylon was ruled by Kassites for 576 ye""}]","[""simplewiki""]",,False,0,[],,,
20260519_190004,1,2026-05-19 19:00:09,152843,2,Science and Nature,6409,0,A class measures the time it takes for two different trucks to drive across the parking lot. How can they tell which truck is faster?,"[[0, ""The truck that takes more time is faster.""], [1, ""The truck that has bigger tires is faster.""], [2, ""The truck that takes less time is faster.""], [3, ""The truck that starts moving first is faster.""]]",2,True,False,False,100,2.3852901458740234,hybrid_rag_rrf_rerank_qwen35_gguf,,,"2

The",qwen35_9b_q6kl_agentic_tools_v4_router_hardened,"[{""source"": ""simplewiki"", ""idx"": 210216, ""reranker_score"": -2.401439905166626, ""text"": ""systems have a differential in the rear axle. This is used for turning the vehicle. If both drive wheels rotated at exactly the same rate, the vehicle would have difficulty going around a corner. In a turn, the outside wheel has to go faster to keep up with the inside wheel (which turns slower). A differential allows one wheel to turn faster under these conditions. This means only one of the two wheels actually has power at any given time. A differential also prevents excessive tire wear. Of the""}, {""source"": ""simplewiki"", ""idx"": 79336, ""reranker_score"": -3.6672933101654053, ""text"": ""for both the car and the truck in programming the vehicle class, yet the programmer would be free to program how a car is different from a truck without duplicating all of the programming. In this example, there are three classes: 1) a class called \""car\"", 2) a class called \""pick-up truck\"", and 3) a class called \""vehicle\"". These classes would be used to make objects. Although there is only one class called \""car\"", there could be many objects that are created from the class called \""car\"". And, altho""}, {""source"": ""simplewiki"", ""idx"": 154182, ""reranker_score"": -3.6819515228271484, ""text"": ""==Country differences== All countries have different laws for semi-trucks. The biggest difference between the EU, UK, and US is the length of the semi-truck. Most weigh about the same (US trucks weigh a little less than EU and UK trucks). Most are about the same width and height. In large countries truck s can be longer. They can have a larger cargo space. Longer semi-tractors drive better at faster speeds. Most US trucks are \""convential\"" (bonneted in UK) with the engine under a hood in front of""}, {""source"": ""simplewiki"", ""idx"": 79337, ""reranker_score"": -3.993260383605957, ""text"": ""But a car would be a kind of vehicle and a truck would also be a kind of vehicle. So, you could say that both cars and trucks are from the same class, vehicle. Inside of classes are two kinds of things: methods and fields (or properties). Methods can store the code for doing actions; in this example you could have a drive method and a brake method, and maybe a turnRight and turnLeft method. Fields store data; you could have a color field, a speed field and a size field. You can call methods by f""}]","[""simplewiki""]",,False,0,[],,,
20260519_190004,1,2026-05-19 19:00:09,152843,2,Science and Nature,5023,0,Which process in the water cycle is directly caused by the heat from the Sun?,"[[0, ""cloud formation""], [1, ""evaporation""], [2, ""stream flow""], [3, ""runoff""]]",1,True,False,False,200,2.3905184268951416,hybrid_rag_rrf_rerank_qwen35_gguf,,,1,qwen35_9b_q6kl_agentic_tools_v4_router_hardened,"[{""source"": ""simplewiki"", ""idx"": 7060, ""reranker_score"": 1.170902967453003, ""text"": ""The water cycle, or hydrological cycle, is the cycle that water goes through on Earth. Overview Water is essential for life as we know it. It is present throughout the Solar System, and was part of the Earth from its formation. The source of the water was the same as the source of the Earth's rock: the cloud particles which condensed in the origin of the Solar System. Processes This is the process that water starts and ends in the water cycle. * The cycle starts when water underground of the Ear""}, {""source"": ""simplewiki"", ""idx"": 3246, ""reranker_score"": -0.25694146752357483, ""text"": ""plants, and even underground. The main parts of the water cycle are: * Evaporation: Water from oceans, lakes, and rivers changes into vapor (gas) and rises into the air. * Transpiration: Plants release water vapor into the air through their leaves. * Condensation: Water vapor in the air turns into clouds. * Precipitation: Water vapor in the air cools, turns into liquid or solid, and falls back to Earth as rain, snow, or hail. * Runoff: Water flows across the land into rivers, lakes, and oceans. ""}, {""source"": ""simplewiki"", ""idx"": 166105, ""reranker_score"": -2.17167067527771, ""text"": ""back into space and less light reaches the Earth's surface. Clouds stop the heat from both going in and out from the earth. This process is complex and it changes according to the time, location and the height above the sea level. During the day, more sunlight stops from going in. This cools down the Earth. During the night, the heat in earth stops from going out. This slows down the heat from going out the earth. Volcanic ash can also stops the sunlight from going in and out from the earth. Dec""}, {""source"": ""simplewiki"", ""idx"": 58135, ""reranker_score"": -2.844747304916382, ""text"": ""Some newer plants use the sun as the heat source: solar parabolic troughs and solar power towers concentrate sunlight to heat a heat transfer fluid, which is then used to produce steam. * water - Turbine blades are acted upon by flowing water, produced by hydroelectric dams or tidal forces, * wind - Most wind turbines generate electricity from naturally occurring wind. Solar updraft towers use wind that is artificially produced inside the chimney by heating it with sunlight. * hot gases - Turbin""}]","[""simplewiki""]",,False,0,[],,,
20260519_190004,1,2026-05-19 19:00:09,152843,2,Science and Nature,2522,0,Which of the following best describes the Coandă effect?,"[[0, ""The tendency of a fluid jet to separate from a surface due to high pressure differences.""], [1, ""The tendency of a fluid jet to move in a straight line without deviation.""], [2, ""The tendency of a fluid jet to rotate in a circular motion around an axis.""], [3, ""The tendency of a fluid jet to follow an adjacent flat or curved surface and entrain surrounding fluid.""]]",3,True,False,False,300,1.726830244064331,hybrid_rag_rrf_rerank_qwen35_gguf,,,"3

The",qwen35_9b_q6kl_agentic_tools_v4_router_hardened,"[{""source"": ""kelm"", ""idx"": 230636, ""reranker_score"": -3.3283958435058594, ""text"": ""The Vroman effect, named after Leo Vroman, is a phenomenon which is a facet of Coagulation.""}, {""source"": ""kelm"", ""idx"": 366009, ""reranker_score"": -6.795940399169922, ""text"": ""The vertical effect is a phenomenon in the United Kingdom.""}, {""source"": ""kelm"", ""idx"": 451396, ""reranker_score"": -7.285629749298096, ""text"": ""Tetris effect has the effect of illusions of self-motion.""}, {""source"": ""kelm"", ""idx"": 363046, ""reranker_score"": -7.467198371887207, ""text"": ""The afterimage is a perceptual effect.""}]","[""kelm""]",,False,0,[],,,
20260519_190004,1,2026-05-19 19:00:09,152843,2,Science and Nature,5108,0,Which of the following processes makes it possible for plants to use energy from sunlight to produce their own food?,"[[0, ""photosynthesis""], [1, ""pollination""], [2, ""reproduction""], [3, ""metamorphosis""]]",0,True,False,False,500,2.1579363346099854,hybrid_rag_rrf_rerank_qwen35_gguf,,,"0

Answer",qwen35_9b_q6kl_agentic_tools_v4_router_hardened,"[{""source"": ""simplewiki"", ""idx"": 5502, ""reranker_score"": 6.05472993850708, ""text"": ""from the atmosphere. These make glucose and oxygen by photosynthesis]] Photosynthesis is a process in which green plants make their own food from sunlight, using the help of leaves to produce sugar. It is the process by which these organisms convert light energy into chemical energy, which is used to produce food.Photosynthesis is the process by which leaving plant cells containing chlorophyll produced food substances (glucose and starch) from carbon dioxide and oxygen is released as a bio produ""}, {""source"": ""simplewiki"", ""idx"": 2272, ""reranker_score"": 1.9163738489151, ""text"": ""water through the plant. This is called transpiration. A plant needs sunlight, carbon dioxide, minerals from the soil and water to make food by photosynthesis. A green substance in plants called chlorophyll traps the energy from the Sun needed to make food. Chlorophyll is mostly found in leaves, inside plastids, which are inside the leaf cells. The leaf can be thought of as a food factory. Leaves of plants vary in shape and size, but they are always the plant organ best suited to capture solar e""}, {""source"": ""simplewiki"", ""idx"": 42058, ""reranker_score"": 1.598724126815796, ""text"": ""Eating is taking in food to get energy or nutrients or for enjoyment. People and animals need to eat because they cannot make their own food inside their bodies like plants. All plants' energy comes from the Sun. Plants take the Sun's energy, and they are eaten as food. The animals then eat each other for their energy. When a plant collects energy from the Sun through its leaves, it is called photosynthesis.""}, {""source"": ""simplewiki"", ""idx"": 58249, ""reranker_score"": 1.4284169673919678, ""text"": ""the use of solar cells or heat engines * To take the salt away from sea water, making it drinkable. * To use sun rays for drying clothes and towels. *It is used by plants for the process of photosynthesis. * To use in cooking (Solar cookers). Energy from the Sun After passing through the Earth's atmosphere, most of the Sun's energy is in the form of visible light and infrared light radiation. Plants convert the energy in sunlight into chemical energy (sugars and starches) through the process of ""}]","[""simplewiki""]",,False,0,[],,,
20260519_190004,1,2026-05-19 19:00:09,152843,2,Science and Nature,4126,0,Signs in many stores and restaurants warn that microwaves are in use. What is the main reason for this warning?,"[[0, ""Some people have pacemakers that may be affected by microwaves.""], [1, ""Microwaves sometimes cause hair or teeth to fall out.""], [2, ""Microwaves sometimes affect people's sense of sight.""], [3, ""Some people do not like food cooked in microwave ovens.""]]",0,True,False,False,1000,2.0187478065490723,hybrid_rag_rrf_rerank_qwen35_gguf,,,0,qwen35_9b_q6kl_agentic_tools_v4_router_hardened,"[{""source"": ""simplewiki"", ""idx"": 37785, ""reranker_score"": -4.604680061340332, ""text"": ""polar molecules, such as water, as polar molecules are prone to the vibration effect caused by the microwaves. To heat the food evenly the microwave's turntable spins the food around. being cooked inside an microwave]] Metals will cause sparks in microwaves, instead of heating. This is because metals like to give away electrons, so when the microwaves \""push\"" at their magnet-like electrons, instead of turning, they just give the electrons away. A bunch of electrons running off of metal is called ""}, {""source"": ""simplewiki"", ""idx"": 37781, ""reranker_score"": -5.2557878494262695, ""text"": ""and so is a microwave, for example the cosmic microwave background radiation. We can only see electromagnetic radiation in the visible light spectrum (which is why it's called the visible light spectrum), so microwaves are invisible. Microwaves were among the first radio waves discovered, in the late 19th century, by Heinrich Rudolf Hertz. Microwave Ovens Microwave ovens work because microwaves make polar molecules (molecules that act like massive magnets) all face the same direction - to visual""}, {""source"": ""simplewiki"", ""idx"": 433563, ""reranker_score"": -6.141820907592773, ""text"": ""sign near Bristol shows Guildford Rules patches.]] Road signs in the United Kingdom and its associated Crown dependencies and overseas territories conform broadly to the standards set by the Vienna Convention on Road Signs and Signals. The Traffic Signs Regulations and General Directions set out the specific design and use of traffic signs in Great Britain, and the Traffic Signs Regulations (Northern Ireland) 1997 in Northern Ireland. Features specific to British road signs include the use of mi""}, {""source"": ""simplewiki"", ""idx"": 369241, ""reranker_score"": -6.3024492263793945, ""text"": ""The study said that individuals who show \""IS PATH WARM\"" warning signs were more likely to have suicidal ideation. Psychiatric lierature has also been critical about the value of the mnemonic for predicing suicidal behavior. A whitepaper done for the United States Fire Service's Suicide and Depression Summit said that the acronym may not be as useful, because it is not very specific, or sensitive. A 2011 study was also critical of \""IS PATH WARM\""'s validity, finding that none of the ten warning si""}]","[""simplewiki""]",,False,0,[],,,
20260519_190004,1,2026-05-19 19:00:09,152843,2,Science and Nature,4422,0,A girl walked for 30 minutes. She noticed that she traveled farther in the first 15 minutes of her walk than in the second 15 minutes. What can she conclude about her walk?,"[[0, ""She was walking at a constant speed.""], [1, ""She walked in two different directions.""], [2, ""She walked over many hills.""], [3, ""Her average speed was faster during the first half of her walk.""]]",3,True,False,False,2000,2.0828635692596436,hybrid_rag_rrf_rerank_qwen35_gguf,,,"3

The",qwen35_9b_q6kl_agentic_tools_v4_router_hardened,"[{""source"": ""kelm"", ""idx"": 455325, ""reranker_score"": -1.549440622329712, ""text"": ""The Sleep Walk is a walk that takes 140 seconds to complete.""}, {""source"": ""kelm"", ""idx"": 214729, ""reranker_score"": -1.7485862970352173, ""text"": ""The duration of She's All That is +95 minutes.""}, {""source"": ""simplewiki"", ""idx"": 265227, ""reranker_score"": -2.667100667953491, ""text"": ""Anna Borysivna Sharyhina (born c.1978) is a Ukrainian activist who fights for the rights of women and the LBGT community. She is one of the founders of the Sphere Women's Association, a lesbian feminist organisation from Kharkiv, and of the NGO Kyiv Pride, the organizing committee of the Pride Parade in Kyiv. Sharyhina and her partner, Vira Chemygina, have been part of the Ukrainian LBGT community and lesbian organizations for years. They organized Kyiv's first walks for equality. The second wal""}, {""source"": ""simplewiki"", ""idx"": 51360, ""reranker_score"": -2.90954327583313, ""text"": ""sample, Colombia.|249x249px]] Walk or walking is the way people or animals travel on their legs. It is slower than running, and only one foot is off the ground at any time. If a person goes out walking, it is said that they 'went for a walk'. Walking quickly or for a long time is known as a healthy exercise. People are usually taught how to walk by a parent or guardian around the age of 9-18 months. Related pages *Race walking *Hiking Notes""}]","[""kelm"", ""simplewiki""]",,False,0,[],,,
20260519_190004,1,2026-05-19 19:00:09,152843,2,Science and Nature,4019,0,Soil is a mixture of many substances which may include,"[[0, ""sand, clay, dead plants, and dead animals.""], [1, ""leaves, twigs, sun, and wind.""], [2, ""sun, water, clay, and sand.""], [3, ""sand, clay, wind, and pebbles.""]]",0,True,False,False,4000,2.0006279945373535,hybrid_rag_rrf_rerank_qwen35_gguf,,,"0

The",qwen35_9b_q6kl_agentic_tools_v4_router_hardened,"[{""source"": ""simplewiki"", ""idx"": 4821, ""reranker_score"": 3.4107272624969482, ""text"": ""put in water it forms a mixture, then dissolves to make a solution. If it does not dissolve, it would be called a suspension. Solids can be mixtures also. Alloy s are mixtures. Many kinds of soil and rock are mixtures of different minerals. Thus, a mixture is made of two or more elements and/or compounds which are not chemically combined. Gallery File:Red Wine Glass.jpg|Red wine in a glass, a homogeneous mixture. File:Baies.JPG|Different kinds of peppercorn, a heterogenoeus mixture File:WaterAnd""}, {""source"": ""simplewiki"", ""idx"": 12000, ""reranker_score"": 2.7870640754699707, ""text"": ""developed in glacial \""till\"", Northern Ireland.]] field in Germany (loess is wind-blown dust that is mostly silt)]] ; B is a loose soil; C is weathered rock; the bottom-most layer is the bedrock.]] Soil is a mixture of rock, minerals, water, air, and organic matter. Most land plants grow in soil. Soil is important for life on Earth because soil holds water and nutrients. It is also good for farming as it provides us with food. It is a very good place for plants to grow. Soil holds the roots, and ""}, {""source"": ""simplewiki"", ""idx"": 12009, ""reranker_score"": 0.5416495203971863, ""text"": ""organic matter mixed in it. But weather changes the soil. It is cold on the Earth near the north and south poles. It is hot near the equator of the Earth. Some places on Earth get a lot of rain and some places get no rain. Hot and wet weather make one kind of soil. Cold and dry weather make another kind of soil. Rain water makes small things in the soil move down with the water. When the things in the water get stuck in the soil those things make a layer in the soil. If you dig down into the soi""}, {""source"": ""simplewiki"", ""idx"": 10827, ""reranker_score"": -1.0420300960540771, ""text"": ""are substances made when two or more different elements join together through chemical bonds. This gives compounds their own fixed structure and unique properties. A mixture is not the same. It is a physical combination of two or more substances. In a mixture, the parts are not chemically joined, so they can be in any amount. In a mixture, there are no new properties made when the two substances are mixed together. Mixtures can usually be separated easily using physical methods like filtering, e""}]","[""simplewiki""]",,False,0,[],,,
20260519_190004,1,2026-05-19 19:00:09,152843,2,Science and Nature,5387,0,What do the Milky Way Galaxy and other galaxies in the universe have in common?,"[[0, ""They contain the same number of stars.""], [1, ""They are similar in shape.""], [2, ""They have similar elements.""], [3, ""They rotate in the same direction.""]]",2,True,False,False,8000,2.23105525970459,hybrid_rag_rrf_rerank_qwen35_gguf,,,"2

The",qwen35_9b_q6kl_agentic_tools_v4_router_hardened,"[{""source"": ""simplewiki"", ""idx"": 1863, ""reranker_score"": 2.8284130096435547, ""text"": ""The Milky Way is our home galaxy. It contains around 400 billion stars, including our Sun. The Milky Way has a diameter of as measured using the D 25 isophote, and is a barred spiral galaxy. The idea that the Milky Way is made of stars goes back to the Ancient Greek philosopher Democritus. The Milky Way has three main parts: a disk, where the Solar System is, a bulge at the core, and an outer halo all around it. Although the word \""disk\"" suggests it is flat, the Milky Way is actually not quite fl""}, {""source"": ""simplewiki"", ""idx"": 224541, ""reranker_score"": 2.49432110786438, ""text"": ""the speed of approach. Therefore, it is expected that it will collide with the Milky Way in around 4 billion years. Such collisions are relatively common. Andromeda, for example, has collided with at least one other galaxy in the past. Several dwarf galaxies such as SagDEG are already colliding with the Milky Way and being merged into it. The Antennae galaxies are an example of two roughly equal spiral galaxies colliding. References Other websites * The Merger of the Milky Way and Andromeda Gala""}, {""source"": ""simplewiki"", ""idx"": 1281, ""reranker_score"": 2.326240062713623, ""text"": ""A galaxy is a group of many stars, with gas, dust, and dark matter. The name 'galaxy' is taken from the Greek word galaxia meaning milky, a reference to our own galaxy, the Milky Way. .]] Gravity holds galaxies together against the general expansion of the universe. In effect, the expansion of the universe takes place between groups of galaxies, not inside those groups. Gravity holds the galaxy together. The same applies to groups and clusters of galaxies, such as our Local Group where the Milky""}, {""source"": ""simplewiki"", ""idx"": 1282, ""reranker_score"": 1.6557141542434692, ""text"": ""is also an effect of gravity. There are various types of galaxies: elliptical, spiral and lenticular galaxies, which can all be with or without bars. There are also irregular galaxies. All galaxies exist inside the universe. The observable Universe contains more than 2 trillion (10 12 ) galaxies and, overall, as many as an estimated stars (more stars than all the grains of sand on planet Earth). Description There are galaxies of different sizes and type. Typical galaxies range from dwarfs with a""}]","[""simplewiki""]",,False,0,[],,,
