run_id,attempt_number,session_started_at,session_id,competition_id,competition_name,question_id,level,question_text,options_json,chosen_option_id,correct,timed_out,game_over,earned_amount,latency_seconds,strategy,confidence,explanation,raw_llm_output,prompt_version,retrieved_context,error_message
20260506_153411,1,2026-05-06 15:34:11,45537,0,Entertainment,513,0,Which of the following best describes John Lennon's role in the Beatles?,"[[0, ""He was the primary lead vocalist and lead guitarist.""], [1, ""He was the bassist and the main songwriter.""], [2, ""He was the de facto leader and co-lead vocalist.""], [3, ""He was the drummer and the rhythm guitarist.""]]",2,True,False,False,100,1.7904393672943115,hybrid_rag_rrf_rerank_qwen35_gguf,,,2,qwen35_9b_q6kl_gguf_v1,"[{""source"": ""simplewiki"", ""idx"": 13528, ""reranker_score"": 2.173259973526001, ""text"": ""John Winston Ono Lennon (born John Winston Lennon; 9 October 1940 – 8 December 1980) was a British singer, songwriter and guitarist. He became famous as a singer and guitarist of the English rock band The Beatles. After the Beatles stopped making records in 1970, he lived in the United States with his wife Yoko Ono. He continued his music career up until his murder in 1980. Biography John Winston Lennon was born on 9 October 1940 at Liverpool Women's Hospital in Liverpool. He was the son of Alfr""}, {""source"": ""simplewiki"", ""idx"": 63835, ""reranker_score"": 0.5160148739814758, ""text"": ""sometimes lost the goodwill of the businesses they dealt with, because of Klein's work for them. Klein played a role in the breakup of the Beatles. He impressed John Lennon enough to sign up with him overnight, and Lennon persuaded George Harrison and Ringo Starr to go along. Paul McCartney, though, decided to let his wife Linda's father Lee Eastman become his manager. Eastman and Klein did not get along, and Eastman treated Lennon and his wife Yoko Ono poorly. Disagreements on what the Beatles ""}, {""source"": ""kelm"", ""idx"": 243239, ""reranker_score"": -0.45302581787109375, ""text"": ""John Altman is an actor in Birth of the Beatles.""}, {""source"": ""simplewiki"", ""idx"": 13529, ""reranker_score"": -0.5779920816421509, ""text"": ""always pleased audiences. Manager Brian Epstein and record producer George Martin helped the Beatles become the most popular act in entertainment. Lennon played the guitar, and later learned to play the piano. Most of the songs the Beatles recorded were written by Lennon and McCartney. Their songs were always credited as by \""Lennon/McCartney\"" on Beatles records, but in fact they usually wrote their songs on their own. The two men often helped to make each other's songs better, so they liked to s""}]",
20260506_153411,1,2026-05-06 15:34:11,45537,0,Entertainment,233,0,What was the primary reason Michael Jackson's 'Thriller' music video was groundbreaking?,"[[0, ""It was the first music video to use special effects.""], [1, ""It was the first music video to be shown on MTV.""], [2, ""It was the first music video to be broadcast on television.""], [3, ""It was the first music video to feature a zombie theme.""]]",0,False,False,True,100,1.8368752002716064,llm_invalid_output_fallback_first_option,,,4,qwen35_9b_q6kl_gguf_v1,"[{""source"": ""simplewiki"", ""idx"": 411127, ""reranker_score"": 6.275379180908203, ""text"": ""turned into a zombie.]] Michael Jackson's Thriller is a music video for the song \""Thriller\"" by the American singer Michael Jackson that was released in 1983 as part of his iconic album of the same name. Directed by John Landis, the video is renowned for its groundbreaking production, stunning choreography, and cinematic storytelling. The video begins with a short film-like intro featuring Michael Jackson and actress Ola Ray, where they are seen on a date before being confronted by a series of su""}, {""source"": ""simplewiki"", ""idx"": 411260, ""reranker_score"": 4.561305522918701, ""text"": ""Thriller 25 is the 25th anniversary edition reissue of American singer and songwriter Michael Jackson's iconic album Thriller, which was originally released in 1982 and is the biggest-selling album of all time. The reissue, released in February 2008, included remastered versions of the original tracks, as well as several bonus tracks. These bonus tracks featured remixes and collaborations with contemporary artists, breathing new life into the classic songs. The album featured hits like \""Billie J""}, {""source"": ""simplewiki"", ""idx"": 411241, ""reranker_score"": 3.8887667655944824, ""text"": ""]]The Thriller jacket, famously worn by Michael Jackson in the iconic music video for his hit song \""Thriller,\"" is one of the most recognizable pieces of clothing in pop culture history. The jacket is characterized by its red and black color scheme, with a distinctive, somewhat futuristic design that features a cropped fit, shoulder epaulettes, and a glossy, quilted texture. Designed by costume designer Deborah Nadoolman Landis, the jacket played a crucial role in solidifying Jackson's image as a""}, {""source"": ""simplewiki"", ""idx"": 152885, ""reranker_score"": 3.405057191848755, ""text"": ""\""Thriller\"" is a song by American singer Michael Jackson. It was on this album Thriller. It was written by Rod Temperton. The song has been featured on many of his greatest hits albums. It has been covered by other musicians. It was narrated by Vincent Price. The music video was made by John Landis, George J. Folsey, Jr., and Jackson. It is 13 minutes long and was MTV's first world premiere video. In it Jackson turns into a werecat and a zombie. The video was nominated for six MTV Video Music Awa""}]",
20260506_153411,1,2026-05-06 15:34:16,45538,1,Ancient History and Politics,920,0,How did Diocletian's tetrarchic system aim to address the issues of the Roman Empire?,"[[0, ""By reducing the size of the empire""], [1, ""By appointing four co-emperors to rule simultaneously""], [2, ""By dividing the empire into four equal parts""], [3, ""By consolidating all military powers in a single emperor""]]",1,True,False,False,100,1.9394657611846924,hybrid_rag_rrf_rerank_qwen35_gguf,,,1,qwen35_9b_q6kl_gguf_v1,"[{""source"": ""simplewiki"", ""idx"": 66119, ""reranker_score"": 1.1111576557159424, ""text"": ""Diocletian (Gaius Aurelius Valerius Diocletianus, about 245 to about 312) was Roman Emperor from 20 November 284 to 11 May 305. He was born in Dalmatia of poor parents. Diocletian ended the period known as the Crisis of the Third Century (235–284). He worked to return Rome to its former glory by making changes in key areas. Religion: He persecuted Christians, crucifying more than any other emperor. He imposed the traditional polytheistic religion of the Romans. Economy: Recognizing a gold drain ""}, {""source"": ""simplewiki"", ""idx"": 66120, ""reranker_score"": 0.9845179915428162, ""text"": ""better. Military: Diocletian changed the army from the traditional garrison defense. He put small outposts of soldiers on the border. He got local soldiers from the border regions along the Rhine and Danube rivers. These soldiers farmed and lived with their families in a village atmosphere. They lit signal fires on signal towers to warn other outposts of possible invasion by Germans from across the border. These outpost soldiers got regular pay from Rome for their services. He allowed soldiers t""}, {""source"": ""simplewiki"", ""idx"": 135937, ""reranker_score"": 0.5601000189781189, ""text"": ""the Roman Empire proper, which stood between them in Italy. The crisis ended with the ascension of Diocletian in 284. The crisis resulted in many changes to the empire's institutions, society, economy, and eventually religion. It was a transition period between classical antiquity and late antiquity. References""}, {""source"": ""simplewiki"", ""idx"": 66125, ""reranker_score"": 0.15772800147533417, ""text"": ""bureaucracy headed by his respective Praetorian Prefect, each supervising several Vicarii, the governors-general in charge of another new administrative level, the civil diocese. For a listing of the provinces, now known as eparchy, within each quarter (known as a praetorian prefecture), see Roman province. In the West, the Augustus Maximian controlled the provinces west of the Adriatic Sea and the Syrtis, and within that region his Caesar, Constantius, controlled Gaul and Britain. In the East, ""}]",
20260506_153411,1,2026-05-06 15:34:16,45538,1,Ancient History and Politics,1224,0,Which of the following best describes the term 'Roman' in ancient times?,"[[0, ""A specific ethnic group""], [1, ""A collective identity encompassing citizenship and culture""], [2, ""A religious denomination""], [3, ""A geographical location""]]",1,True,False,False,200,2.229665994644165,hybrid_rag_rrf_rerank_qwen35_gguf,,,1,qwen35_9b_q6kl_gguf_v1,"[{""source"": ""simplewiki"", ""idx"": 2374, ""reranker_score"": 2.9341721534729004, ""text"": ""Roman or Romans may refer to: * A thing or person of or from the city of Rome, Italy History * Ancient Rome (8th century BC – 5th century AD) **Roman Kingdom (753 BC to 509 BC) ** Roman Republic (509 BC to 27 BC) ** Roman Empire (27 BC to 476/1453 AD) ** Roman Britain, part of the island of Great Britain controlled by the Roman Empire between AD 43 and about 410 ** Roman alphabet, the standard alphabet of most of the languages of Western and Central Europe *** Romanization ** Roman army ** Roman""}, {""source"": ""simplewiki"", ""idx"": 72865, ""reranker_score"": 0.6414862275123596, ""text"": ""The Pax Romana was a period when there was a lot of peace in the Roman Empire. \""Pax\"" means \""peace\"" in the Latin language; \""Romana\"" means \""Roman\"" in Latin. So, \""Pax Romana\"" means \""Roman peace.\"" the Pax Romana lasted from 27 BC until 180 AD. It started when Augustus was Emperor (ruler) of the Roman Empire. The Pax Romana is called a good time period because: #There were not many wars. #There was a lot of trade. (\""Trade\"" means the buying and selling of goods. Goods are things that can be bought or ""}, {""source"": ""simplewiki"", ""idx"": 130671, ""reranker_score"": -0.02454930730164051, ""text"": ""Classical antiquity (also the classical era or classical period) is a broad term for a long period of cultural history around the Mediterranean. It includes the civilizations of Ancient Greece and Ancient Rome, also known as the Greco-Roman world or Western world. Classical antiquity is the period in which Ancient Greek and Roman literature, such as those of Aeschylus and Ovid, flourished. By convention, the period starts with the works of Homer in the 8th–7th century BC and ends with the arriva""}, {""source"": ""simplewiki"", ""idx"": 37924, ""reranker_score"": -0.30142563581466675, ""text"": ""has been important to the history of Europe, North Africa and Western Asia, where the Romans controlled many lands. Ancient Rome's culture took ideas from other civilizations, especially those of the ancient Macedonian kingdoms of Alexander the Great. Ancient Roman ideas have been very influential for later civilizations. The Romans' Latin became the most common language in the Western Mediterranean and Western Europe and is the ancestor of Romance languages. The Roman emperors were responsible ""}]",
20260506_153411,1,2026-05-06 15:34:16,45538,1,Ancient History and Politics,981,0,Which period in ancient Egyptian history is characterized by the unification of Upper and Lower Egypt under a single ruler?,"[[0, ""The First Intermediate Period""], [1, ""The New Kingdom""], [2, ""The Early Dynastic Period""], [3, ""The Old Kingdom""]]",2,True,False,False,300,2.496309995651245,hybrid_rag_rrf_rerank_qwen35_gguf,,,2,qwen35_9b_q6kl_gguf_v1,"[{""source"": ""simplewiki"", ""idx"": 242162, ""reranker_score"": 5.46986722946167, ""text"": ""Upper and Lower Egypt was a time period in Ancient Egypt. It was also known as the Two Lands. During this time the country was divided into Upper Egypt and Lower Egypt. Upper Egypt was in the south from Aswan to Cairo. Lower Egypt was in the north from Cairo to the Mediterranean Sea. South of Aswan was the Nubian desert Sema Tawy and symbolism File:Abu Simbel 0219.JPG|Hapi tying the papyrus and reed plants in the sema tawy symbol for the unification of Upper and Lower Egypt File:Egypt Memnon.jpg""}, {""source"": ""simplewiki"", ""idx"": 209809, ""reranker_score"": 4.2049641609191895, ""text"": ""and a Crocodile]] The Early Dynastic Period of Egypt began when Lower and Upper Egypt were joined together as one country in about 3100 BC. This was called the Two Lands. The First and Second Dynasties ruled during this time. It ended in about 2686 BC, at the beginning of the Old Kingdom. The capital city of the Two Lands was moved from Thinis to Memphis. The united Egypt was ruled by an Egyptian god-king. The main features of ancient Egyptian civilization, such as art, architecture and religion""}, {""source"": ""simplewiki"", ""idx"": 374704, ""reranker_score"": 3.427076578140259, ""text"": ""During a time called The First Intermediate Period, which some people call a \""dark period,\"" Ancient Egypt went through around 125 years without a strong ruler. This happened after the end of the Old Kingdom, around 2181-2055 BC. The dynasties of the first intermediate period are: the Seventh Dynasty, the Eighth, Ninth, Tenth, and the beginning of the Eleventh Dynasty. During the First Intermediate Period, which started after the Old Kingdom, there aren't many big buildings or monuments left to s""}, {""source"": ""simplewiki"", ""idx"": 209811, ""reranker_score"": 2.9475553035736084, ""text"": ""defeated his enemies on the Delta. He joined the Kingdom of Upper and Lower Egypt together under his rule. Narmer is shown in pictures wearing the double crown, called the Pschent, with the lotus flower of Upper Egypt and the papyrus reed of Lower Egypt. These symbols of a united Egypt were used by all future rulers. In mythology, the falcon-god, Horus of Lower Egypt, won a battle over the god Seth, of Upper Egypt. This helped start the idea that Egyptian kings were gods and divine, which lasted""}]",
20260506_153411,1,2026-05-06 15:34:16,45538,1,Ancient History and Politics,886,0,What term describes the Herodian dynasty's rule over Judea?,"[[0, ""Sassanid Empire""], [1, ""Roman province""], [2, ""Herodian tetrarchy""], [3, ""Hasmonean Kingdom""]]",2,True,False,False,500,2.080502510070801,hybrid_rag_rrf_rerank_qwen35_gguf,,,2,qwen35_9b_q6kl_gguf_v1,"[{""source"": ""simplewiki"", ""idx"": 359001, ""reranker_score"": 4.4565911293029785, ""text"": ""Herod may refer to: People of the Herodian dynasty * Herod the Great (born c. 74 BC, ruled 37–4 BC or 1 BC), client king of Judea who expanded the Second Temple in Jerusalem and in the New Testament orders the Massacre of the Innocents * Herod Archelaus (23 BC–c. AD 18, ruled 4 BC–AD 6), ethnarch of Samaria, Judea, and Idumea * Herod Antipas (born 21 BC, ruled 4 BC–AD 39), tetrarch of Galilee and Peraea and in the New Testament orders the death of John the Baptist and mocks Jesus * Philip the Te""}, {""source"": ""simplewiki"", ""idx"": 225042, ""reranker_score"": 1.9227486848831177, ""text"": ""Judea was a small third-class province in the Roman Empire. It occupied the same area as modern Israel and Palestine. For centuries Judea had been under the rule of the Seleucid Empire. As that empire broke down, Rome gradually took control of the eastern parts of the Mediterranean. By 64 BC, after nearly two centuries of independent rule, those struggling for the Judean crown asked Emperor Pompey the Great to decide. Pompey stepped in and made Judea a client state. It briefly became a procurato""}, {""source"": ""simplewiki"", ""idx"": 64764, ""reranker_score"": 0.2722126841545105, ""text"": ""Judea or Judaea ( , Yehudah) is the ancient name of the mountainous terrain surrounding Jerusalem. Its location falls in present-day Israel and the Palestinian West Bank. History Judea was the territory of the ancient Kingdom of Judah. Judea lost its nationhood to the Romans in the 1st century BC, by becoming first a tributary kingdom, then a province, of the Roman Empire. The first interference of Rome in the region dates from 63 BC, following the end of the Third Mithridatic war. After the def""}, {""source"": ""simplewiki"", ""idx"": 174955, ""reranker_score"": -2.0598742961883545, ""text"": ""The Hasmonean dynasty was a family that led the Hasmoneans led the Maccabean Revolt and transformed Judah from a Seleucid possession that was becoming more Greek-like into an independent, Jewish nation-state. The Hasmoneans expanded Judah through conquest. History After the Salome Alexandra's death in 67 B.C., Salome's sons Hyrcanus II, who was backed by Antipater (the father of Herod the Great), and Aristobulus II fought for control of the Judah. The Roman Pompey entered the conflict on Hyrcanu""}]",
20260506_153411,1,2026-05-06 15:34:16,45538,1,Ancient History and Politics,1075,0,"According to Hittite documents, which term is believed to be related to the name of the Achaeans, and is mentioned in the Tawagalawa letter?","[[0, ""Ahhiyawa""], [1, ""Tawagalawa""], [2, ""Wilusa""], [3, ""Madduwatta""]]",0,True,False,False,1000,1.8305294513702393,hybrid_rag_rrf_rerank_qwen35_gguf,,,0,qwen35_9b_q6kl_gguf_v1,"[{""source"": ""simplewiki"", ""idx"": 123344, ""reranker_score"": 6.714906692504883, ""text"": ""nearby islands are often called Achaeans. There is mention of the Ahhiyawa in Hittite sources from the Late Bronze Age, which suggests itself that the Mycenaeans could possibly be Achaeans. The Tawagalawa Letter, written by an unnamed Hittite king (14th–13th century BC) to the king of Ahhiyawa, treats him as an equal. The letter suggests that Miletus (Millawanda) was under his control and refers to an earlier 'Wilusa' episode\"" involving hostility by Ahhiyawa. Ahhiya(wa) has been identified with ""}, {""source"": ""simplewiki"", ""idx"": 68287, ""reranker_score"": -1.0483473539352417, ""text"": ""The Luwians also known as Luvians were a people closely related to the Hittites. Sometime after 2300, the Luwians, an Indo-European-speaking people, settled in southern Anatolia. The Luwians were related to the Hittites and were the dominant group in the Late Hittite culture. Related pages *Urartu *Luwian language References Other websites *Luwian Studies on YouTube""}, {""source"": ""kelm"", ""idx"": 46113, ""reranker_score"": -1.1285251379013062, ""text"": ""Achaeans ( Homer ) is described by The Nuttall Encyclop ⁇ dia.""}, {""source"": ""simplewiki"", ""idx"": 123343, ""reranker_score"": -1.541872262954712, ""text"": ""people who made them. By the late 13th century BC, mainland Greece witnessed a wave of destruction. The Mycenaean sites declined, and the people moved to refuge settlements. That is called the Greek Dark Ages since little or no writing is found until the 8th century BC. See Ancient Greece for that and the later periods. Comparison with Hittite Both Old Hittite and Mycenaean Greek are Indo-European languages. The oldest Hittite texts are slightly earlier than the earliest Mycenaean texts, but Gre""}]",
20260506_153411,1,2026-05-06 15:34:16,45538,1,Ancient History and Politics,915,0,How did Alexander's conquests impact the spread of Greek culture in Asia?,"[[0, ""They led to the complete assimilation of Asian cultures into Greek""], [1, ""They resulted in the creation of Greco-Bactrian and Indo-Greek kingdoms""], [2, ""They were primarily focused on spreading Persian culture""], [3, ""They had no significant impact on Greek cultural spread""]]",1,True,False,False,2000,1.8881757259368896,hybrid_rag_rrf_rerank_qwen35_gguf,,,1,qwen35_9b_q6kl_gguf_v1,"[{""source"": ""simplewiki"", ""idx"": 3754, ""reranker_score"": 1.3558818101882935, ""text"": ""their leaders and not have kings. During the years of Alexander the Great, a huge Greek Macedonian empire was created that stretched from modern-day Greece to Egypt and Iran, to the borders of India. Because of the significant role that Greek culture played during that time, it is called the Hellenistic period (or Greek-dominated period). During that time, the Greek language became the 'lingua franca' of the Middle East, which means the language that people who do not speak the same language use""}, {""source"": ""simplewiki"", ""idx"": 29660, ""reranker_score"": 1.2327386140823364, ""text"": ""Alexander the Great was Alexander III of Macedonia 20/21 July 356 BC – 10/11 June 323 BC). He was king of the ancient kingdom of Macedonia from 336 BC until his death in 323 BC. By the age of thirty, he had created one of the largest empires in history, stretching from Greece to the Indus river of India. He was one of the greatest military leaders of all time. He was born in 356 BC in Pella, the ancient capital of Macedonia. Alexander was the son of Philip II, King of Macedonia, and Olympias, th""}, {""source"": ""simplewiki"", ""idx"": 223897, ""reranker_score"": 1.2000629901885986, ""text"": ""The Hellenistic period in Ancient Greece (323–146 BC) was the time period between the death of Alexander the Great when the generals of Alexander created their own empires and the Roman conquest of mainland Greece. During this era: Greek culture, art and power expanded all over the Eastern Mediterranean (including Anatolia, Egypt, the Levant and the Balkans). Of all the Hellenistic empires that were established, the Seleucid Empire was the largest. The Ptolemaic dynasty in Egypt is the most famo""}, {""source"": ""simplewiki"", ""idx"": 88563, ""reranker_score"": 1.1695740222930908, ""text"": ""lifestyle came to India. This influence became bigger during the Mauryan dynasty. Achaemenid Empire From around 520 BC, Achaemenid Empire’s Darius I ruled large part of northwestern parts of the Indian subcontinent. Then Alexander conquered these areas. Herodotus, a historian of that time has written that these areas were the richest areas of Alexander’s Empire. Achaemenid rule lasted about 186 years. In modern times, there are still traces of this Greek heritage to be found in parts of northwes""}]",
20260506_153411,1,2026-05-06 15:34:16,45538,1,Ancient History and Politics,1290,0,What term describes the Byzantine weapon that could burn on water and was used to defend the city of Constantinople against Arab sieges?,"[[0, ""Greek fire""], [1, ""Greek oil""], [2, ""Greek catapults""], [3, ""Greek arrows""]]",0,True,False,False,4000,1.8238492012023926,hybrid_rag_rrf_rerank_qwen35_gguf,,,0,qwen35_9b_q6kl_gguf_v1,"[{""source"": ""simplewiki"", ""idx"": 133442, ""reranker_score"": 3.2853500843048096, ""text"": "".]] Invented by Byzantines, Greek fire was a fearsome weapon. It had the ability to keep burning while on water. As such, it was often used in naval battles. The creation of it was a closely guarded secret and has now been lost. It was very similar to modern napalm, though it was weaker. Byzantine ships attached it to their fronts as a medival sort of flamethrower. After several accidents of the fire burning its own ship, it was no longer used. The term \""Greek fire\"" is normally used in English. ""}, {""source"": ""simplewiki"", ""idx"": 37519, ""reranker_score"": -1.047357439994812, ""text"": ""and begged for help from the Western Europeans. France, Spain; and Italy plus it’s Pope sent Soldiers and ships to help the Byzantines when the Turks attacked Constantinople in April 1453. The Byzantines were badly outnumbered, however, and the walls of Constantinople were “…” damaged badly by the cannons that were used by the Turks. In late May 1453, the Turks captured Constantinople by entering through one of the gates along the walls, and the empire came to an end.::. The City was plundered f""}, {""source"": ""kelm"", ""idx"": 437950, ""reranker_score"": -2.085956335067749, ""text"": ""The Great Palace of Constantinople was built during the Byzantine Empire.""}, {""source"": ""simplewiki"", ""idx"": 158886, ""reranker_score"": -2.837949275970459, ""text"": "", Rhodes, 1480–1500. The bombard was used for close defense of the walls (100–200 meters) at the Siege of Rhodes. It fired granite balls. The bombard weighs about .]] A bombard is a large-caliber, muzzle-loading, medieval cannon or mortar. It was used in sieges for throwing heavy stone balls. The name bombarde was used in a French historical text around 1380. The modern term bombardment comes from this. Bombards were usually used during sieges to hurl various things into enemy forts. Items such ""}]",
20260506_153411,1,2026-05-06 15:34:16,45538,1,Ancient History and Politics,1073,0,What is the primary characteristic that distinguishes Greco-Roman mystery religions from other types of Hellenistic religions?,"[[0, ""State-sponsored religious ceremonies""], [1, ""Philosophical speculation and rational inquiry""], [2, ""Secrecy and initiation rituals""], [3, ""Public worship and open participation""]]",2,True,False,False,8000,2.558652639389038,hybrid_rag_rrf_rerank_qwen35_gguf,,,2,qwen35_9b_q6kl_gguf_v1,"[{""source"": ""simplewiki"", ""idx"": 382493, ""reranker_score"": 1.8329741954803467, ""text"": ""by the Varrese Painter (c. 340 BC) depicting Eleusinian scenes]] Mystery religions or mystery cults were religions or cults where the teachings were only known to a small group of people. These people were called mystai. Such groups were common in Ancient Greece and Ancient Rome. Mystery religions have the following properties: * Exclusive spiritual experience: Those that are initiated gain speciual (secret) knowledge, and are the only ones that are able to make certain spiritual experiences * T""}, {""source"": ""kelm"", ""idx"": 154733, ""reranker_score"": -0.788160502910614, ""text"": ""The source of the Greco-Roman mysteries is Ott ⁇ v slovn ⁇ k nau ⁇ n ⁇ .""}, {""source"": ""simplewiki"", ""idx"": 7380, ""reranker_score"": -2.751210927963257, ""text"": ""religion ** Zoroastrianism ** Historical Vedic religion * Baltic polytheism * Basque mythology * Celtic polytheism ** Brythonic mythology ** Gaelic mythology * Germanic polytheism ** Anglo-Saxon religion ** Norse religion ** Continental Germanic religion * Greek polytheism * Hungarian polytheism * Finnish polytheism * Roman polytheism * Slavic polytheism * Romani mythology Hellenistic * Mystery religions ** Eleusinian Mysteries ** Mithraism ** Orphism * Pythagoreanism * Early Christianity * Gall""}, {""source"": ""simplewiki"", ""idx"": 26692, ""reranker_score"": -3.9957172870635986, ""text"": ""Monotheism is the belief in only one god, rather than the two (dualism) or more (polytheism) as in Ancient Greece, Ancient Rome, Ancient India and Ancient Egypt. Many religions are monotheistic, such as Judaism, Christianity, Islam, Baha'i Faith, Sikhism, Eckankar, Zoroastrianism, Cao Dai and Tenrikyo. Some pagan and neo-pagan religions are also monotheistic. Deism is the belief that a higher being like god exists but not many gods, revelation, religions, rituals, sacred books (like the Bible or""}]",
